Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,pickup_time,Order_Month,Distance,Time_taken (min),Time_pickup_(Min),Order_Day
37.0,4.7,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,,3,3.11,23.0,15.0,24.0
29.566910587697237,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,19.36,36.0,9.98,12.0
35.0,5.0,Fog,Medium,2,Meal,scooter,1.0,No,Urban,,4,14.02,32.0,5.0,6.0
28.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,7.55,37.0,10.0,21.0
21.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,,3,9.12,22.0,9.98,28.0
21.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,3,19.76,19.0,15.0,20.0
23.0,4.6,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,,3,12.1,26.0,9.98,20.0
20.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,,2,3.15,14.0,5.0,11.0
21.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,,4,7.45,17.0,15.0,3.0
39.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,8.93,15.0,5.0,13.0
28.0,4.6,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,,3,20.18,15.0,5.0,4.0
29.0,5.0,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,,4,20.21,26.0,10.0,2.0
32.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,1.56,23.0,9.98,21.0
37.0,5.0,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,,4,13.79,16.0,10.0,4.0
30.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,Yes,Metropolitian,,3,17.14,44.0,10.0,6.0
26.0,5.0,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,4.47,16.0,15.0,7.0
23.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Urban,,3,9.44,17.0,5.0,13.0
24.0,3.2,Sunny,Low,2,Drinks,scooter,0.0,Yes,Metropolitian,,4,17.14,44.0,9.98,6.0
33.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,,3,7.66,25.0,5.0,9.0
34.0,4.8,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,,2,3.03,26.0,15.0,11.0
23.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,,3,17.14,15.0,5.0,31.0
36.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,3.03,23.0,5.0,9.0
32.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,2,10.92,18.0,10.0,16.0
24.0,4.5,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,,3,11.01,24.0,15.0,27.0
39.0,4.0,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,,3,6.29,34.0,10.0,13.0
38.0,4.8,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,,4,6.29,29.0,10.0,3.0
33.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,3.11,25.0,9.98,21.0
31.0,4.5,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,9.06,19.0,5.0,13.0
25.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,,3,3.1,27.0,5.0,9.0
36.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,19.88,21.0,5.0,8.0
24.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,16.83,37.0,15.0,20.0
21.0,4.9,Windy,Jam,1,Snack,scooter,0.0,No,Urban,,3,7.79,19.0,10.0,21.0
31.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,13.77,38.0,15.0,10.0
38.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,,3,7.66,30.0,9.98,9.0
20.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,3.1,18.0,15.0,1.0
21.0,4.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,4.72,22.0,5.0,26.0
21.0,4.8,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,,2,6.18,29.0,9.98,11.0
31.0,4.6,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,,3,9.33,19.0,15.0,21.0
38.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,,3,4.6,15.0,10.0,3.0
39.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,,4,3.1,13.0,9.98,5.0
37.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,,2,1.57,24.0,10.0,11.0
33.0,4.5,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,,2,4.72,29.0,10.0,17.0
23.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,2,19.4,26.0,10.0,12.0
34.0,4.9,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,3,3.06,18.0,15.0,19.0
29.566910587697237,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,,3,19.61,32.0,9.98,27.0
36.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,4.54,25.0,10.0,26.0
27.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,20.86,47.0,9.98,31.0
22.0,4.7,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,,2,4.49,18.0,10.0,17.0
32.0,3.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,,3,10.64,34.0,10.0,18.0
32.0,4.0,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.21,46.0,10.0,13.0
25.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,,3,16.72,22.0,10.0,16.0
23.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,,2,2242.4,29.0,5.0,12.0
24.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,,3,17.08,15.0,10.0,6.0
28.0,4.7,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Urban,,4,4.59,24.0,5.0,1.0
32.0,4.8,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,,3,3.11,30.0,5.0,1.0
33.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,3.05,31.0,15.0,11.0
39.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,4.47,36.0,9.98,19.0
26.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,,3,7.55,11.0,5.0,1.0
36.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,16.85,39.0,5.0,12.0
34.0,3.5,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,13.99,33.0,9.98,4.0
25.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,14.15,35.0,10.0,6.0
37.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,3,7.76,25.0,15.0,5.0
36.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,3,4.66,29.0,10.0,17.0
27.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,10.88,31.0,15.0,18.0
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,4,1.49,15.0,15.0,1.0
34.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,,2,1.51,21.0,9.98,15.0
34.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,,3,6.04,34.0,9.98,24.0
32.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,7.77,36.0,10.0,17.0
29.566910587697237,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,2911.4,26.0,9.98,7.0
29.566910587697237,4.8,Sunny,Low,1,Snack,scooter,0.0,No,Urban,,3,3.06,18.0,9.98,30.0
22.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,,3,19.66,26.0,5.0,14.0
24.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,,3,4.54,15.0,15.0,26.0
32.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,,3,16.39,23.0,15.0,27.0
30.0,4.9,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,,3,17.1,44.0,15.0,2.0
36.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,,3,4.59,32.0,9.98,30.0
29.0,4.5,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,,3,10.71,14.0,10.0,23.0
30.0,4.6,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,,4,10.91,44.0,15.0,4.0
31.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,3,12.23,30.0,9.98,10.0
35.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,,3,3.1,29.0,10.0,11.0
35.0,4.5,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,2,4.41,23.0,5.0,15.0
37.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,,3,3.03,27.0,10.0,5.0
33.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,3,7.86,25.0,15.0,13.0
29.566910587697237,4.8,Fog,Low,3,Snack,electric_scooter,1.0,No,Metropolitian,,2,5.99,28.0,9.98,15.0
35.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,10.76,32.0,15.0,12.0
30.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,,3,3.03,19.0,15.0,5.0
24.0,4.9,Sandstorms,High,0,Meal,motorcycle,0.0,No,Urban,,3,3.12,22.0,10.0,26.0
29.566910587697237,4.8,Cloudy,Medium,1,Meal,scooter,0.0,No,Urban,,4,7.86,13.0,9.98,3.0
32.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,3,7.79,17.0,5.0,28.0
37.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,2,4.49,32.0,10.0,15.0
37.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,,3,4.56,17.0,10.0,9.0
29.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,,4,4.47,15.0,5.0,1.0
21.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,4,1.55,16.0,10.0,5.0
26.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,,3,16.82,17.0,5.0,16.0
38.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,6.05,34.0,10.0,17.0
25.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,,3,7.45,16.0,15.0,3.0
34.0,5.0,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,,2,16.48,25.0,5.0,14.0
35.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,,3,1.53,18.0,5.0,17.0
29.0,4.9,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,,3,9.35,18.0,15.0,15.0
20.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,,2,9.36,11.0,5.0,15.0
22.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,,2,8.99,14.0,9.98,15.0
20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,3,9.09,16.0,5.0,13.0
30.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,,3,16.9,39.0,9.98,12.0
24.0,4.6,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,,2,9.36,29.0,10.0,11.0
25.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,12.23,36.0,10.0,14.0
35.0,4.1,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,10.72,31.0,9.98,6.0
26.0,4.7,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,,3,10.43,21.0,15.0,31.0
35.0,4.5,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,,3,7.45,20.0,5.0,21.0
24.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,,3,4.54,15.0,15.0,7.0
29.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,,3,10.56,19.0,15.0,18.0
22.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,3,20.21,24.0,15.0,14.0
39.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,,3,9.35,23.0,5.0,21.0
37.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,,3,19.66,47.0,9.98,29.0
26.0,4.5,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,,2,12.48,21.0,10.0,16.0
25.0,4.5,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,3,3.03,12.0,5.0,13.0
30.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,,3,1.51,34.0,5.0,28.0
21.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,,3,9.18,17.0,10.0,26.0
31.0,4.5,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,,3,4.56,30.0,9.98,7.0
29.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,16.85,18.0,15.0,14.0
33.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,13.63,53.0,9.98,25.0
29.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,16.85,31.0,9.98,29.0
27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,,3,12.12,13.0,15.0,25.0
36.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,13.41,25.0,5.0,12.0
38.0,4.3,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,,2,6.11,33.0,5.0,13.0
29.566910587697237,4.8,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,,3,7.56,27.0,9.98,26.0
36.0,4.7,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,3,1.55,19.0,9.98,19.0
34.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,16.6,41.0,15.0,25.0
36.0,4.8,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,,3,12.26,37.0,15.0,2.0
21.0,5.0,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,3,13.41,24.0,15.0,6.0
32.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,4,9.32,23.0,15.0,5.0
26.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,,3,7.45,29.0,15.0,26.0
29.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,,3,10.87,38.0,10.0,4.0
29.566910587697237,4.8,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,2,17732.46,24.0,9.98,15.0
35.0,4.6,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,,3,6.15,23.0,10.0,1.0
37.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,,2,17.17,25.0,15.0,12.0
39.0,4.7,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,,2,11.9,42.0,5.0,12.0
35.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,,2,16.61,46.0,15.0,12.0
37.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,4.59,23.0,5.0,17.0
29.0,4.9,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.21,13.0,10.0,9.0
35.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,10.64,22.0,15.0,23.0
25.0,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,,2,20.29,36.0,10.0,12.0
21.0,4.8,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,,3,13.68,16.0,15.0,18.0
26.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,9.33,22.0,15.0,11.0
25.0,4.5,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,17.1,26.0,5.0,6.0
21.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Urban,,3,11.92,25.0,10.0,18.0
36.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,,3,19.97,22.0,15.0,27.0
22.0,4.9,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,2,7.55,19.0,15.0,11.0
29.0,4.0,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,,3,10.88,37.0,5.0,27.0
26.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,,3,10.91,15.0,10.0,4.0
20.0,4.8,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,19.76,24.0,9.98,27.0
38.0,4.2,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,,3,3.04,33.0,5.0,28.0
37.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,,3,7.65,24.0,5.0,9.0
21.0,4.5,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,3,9.07,17.0,15.0,17.0
23.0,5.0,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,,3,7.76,25.0,10.0,30.0
25.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,10.88,21.0,15.0,20.0
34.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,,2,3.12,25.0,5.0,15.0
39.0,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,,4,1.55,19.0,15.0,3.0
34.0,5.0,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,,3,6.22,25.0,15.0,3.0
31.0,3.8,Sandstorms,Jam,2,Drinks,scooter,2.0,Yes,Metropolitian,,3,10.87,41.0,5.0,23.0
29.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,,3,9.22,18.0,9.98,9.0
30.0,5.0,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,,3,3.06,19.0,15.0,19.0
34.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,3,10.56,29.0,10.0,8.0
20.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,,3,13.63,21.0,9.98,6.0
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,,2,7.86,10.0,10.0,13.0
28.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,,3,13.97,18.0,5.0,23.0
36.0,4.9,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,,4,6.15,29.0,15.0,3.0
31.0,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,,3,19.98,19.0,15.0,27.0
24.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,,3,13.77,19.0,15.0,31.0
30.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,,3,7.56,26.0,9.98,3.0
36.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,3,12.26,27.0,15.0,25.0
30.0,4.8,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,,3,4.66,15.0,15.0,28.0
39.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,,3,8.94,18.0,15.0,30.0
29.566910587697237,4.8,Fog,Low,3,Meal,scooter,2.0,No,Metropolitian,,3,11.92,45.0,9.98,29.0
20.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,,4,10.91,42.0,5.0,6.0
38.0,4.9,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,,2,4.68,21.0,9.98,13.0
27.0,4.8,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,,3,10.64,38.0,15.0,6.0
29.566910587697237,4.8,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,,3,13.77,39.0,9.98,12.0
31.0,4.8,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,,2,1.57,28.0,10.0,13.0
23.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,,3,3.11,22.0,15.0,15.0
35.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,4.41,26.0,5.0,15.0
32.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,,3,1.51,20.0,15.0,19.0
25.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,,4,9.19,48.0,15.0,5.0
35.0,4.8,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,,2,16.61,35.0,9.98,18.0
28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,,3,1.51,15.0,10.0,28.0
29.0,5.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,,2,3459.63,18.0,15.0,13.0
32.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,,4,20.21,21.0,9.98,4.0
37.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,3.1,25.0,5.0,21.0
23.0,4.9,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,,3,6.21,29.0,10.0,24.0
20.0,4.7,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,,2,1.5,10.0,10.0,13.0
29.566910587697237,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,,2,3.15,14.0,9.98,15.0
32.0,5.0,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,3.12,21.0,5.0,11.0
23.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,,3,7.68,21.0,10.0,26.0
30.0,4.9,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,,3,3.03,29.0,15.0,19.0
23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,7.56,35.0,10.0,13.0
35.0,3.7,Sandstorms,Jam,1,Drinks,scooter,0.0,Yes,Metropolitian,,4,12.07,41.0,10.0,2.0
31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,,3,3.06,32.0,5.0,15.0
32.0,4.2,Windy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,,3,19.92,36.0,5.0,18.0
24.0,4.8,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Urban,,3,1.54,10.0,5.0,11.0
23.0,4.6,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,,3,1.53,18.0,10.0,1.0
30.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,19.66,44.0,5.0,8.0
32.0,4.1,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,,4,9.33,39.0,10.0,1.0
37.0,4.9,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,,3,6.21,19.0,5.0,26.0
37.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,,2,11.01,48.0,10.0,18.0
22.0,4.7,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,,3,10.87,17.0,10.0,10.0
28.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,,3,4.72,19.0,9.98,19.0
30.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,,3,19.69,23.0,15.0,20.0
20.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,,2,7.33,14.0,10.0,11.0
27.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,,3,4.61,14.0,5.0,7.0
50.0,6.0,Fog,Low,3,Meal,bicycle,1.0,No,Metropolitian,,3,1.57,22.0,9.98,21.0
28.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,,2,4.54,17.0,5.0,13.0
39.0,4.6,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,,3,7.76,26.0,15.0,13.0
35.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,,3,12.07,36.0,15.0,20.0
35.0,4.2,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,,3,3.06,22.0,9.98,1.0
28.0,5.0,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,,2,19.4,19.0,15.0,14.0
34.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,13.83,37.0,15.0,29.0
29.566910587697237,4.8,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,,3,10.87,19.0,9.98,8.0
39.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,,3,7.76,33.0,10.0,26.0
25.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,,3,12.46,22.0,5.0,20.0
24.0,2.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,,3,10.64,36.0,5.0,10.0
20.0,4.7,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,,3,20.21,27.0,10.0,6.0
21.0,4.5,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Urban,,3,19.76,15.0,10.0,16.0
25.0,5.0,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,,2,17.3,25.0,9.98,14.0
27.0,4.3,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,,3,13.99,37.0,15.0,18.0
20.0,4.1,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,,4,19.89,34.0,9.98,2.0
32.0,4.0,Fog,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,,2,17.17,37.0,5.0,14.0
22.0,5.0,Cloudy,High,1,Buffet,scooter,0.0,No,Metropolitian,,3,3.02,27.0,10.0,15.0
35.0,4.9,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,,3,1.53,16.0,9.98,30.0
34.0,4.4,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,,3,12.16,39.0,10.0,14.0
23.0,4.7,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,,3,3.15,29.0,5.0,24.0
30.0,4.6,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,,3,6.06,29.0,5.0,7.0
30.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,,3,12.58,36.0,15.0,18.0
22.0,4.6,Fog,High,1,Snack,scooter,0.0,No,Metropolitian,,3,6.12,25.0,15.0,1.0
